Year,Employee_id,Age,Gender,Department,Job_level,Salary,Total years of service,Years of service within company,Overtime Worked,Stock Option,Number of previous jobs,Marital Status,Years Under Current Manager,Job Satisfaction,Performance Rating, Upskilling Opportunities,Relationship with Manager,Churned
2019,1073,26,Male,Developers,Junior,69000,3,3,No,No,6,Yes,3,1,4,9,4,No
2019,1074,34,Male,Marketing,Senior,105000,12,3,No,No,2,No,4,5,4,20,5,No
2019,1075,25,Male,Sales,Junior,51000,2,3,No,No,3,Yes,6,4,1,12,4,No
2019,1076,38,Female,Sales,Senior,108000,13,3,Yes,No,9,Yes,6,4,4,2,1,No
2019,1077,27,Male,Sales,Junior,65000,5,2,Yes,No,3,Yes,4,3,2,9,4,No
2019,1078,38,Female,Marketing,Senior,119000,15,6,No,No,10,Yes,4,1,5,18,5,No
2019,1079,26,Female,Sales,Junior,51000,2,2,Yes,No,6,Yes,3,2,1,19,4,No
2019,1080,29,Female,Marketing,Assistant,95000,10,3,Yes,No,1,Yes,3,2,4,6,4,No
2019,1082,34,Female,Marketing,Senior,103000,13,6,No,No,6,Yes,6,5,3,7,3,No
2019,1083,32,Male,Developers,Assistant,88000,11,5,No,Yes,5,Yes,6,3,2,13,3,No
2019,1084,31,Male,Marketing,Junior,63000,6,6,No,Yes,1,Yes,6,1,1,5,3,No
2019,1085,34,Female,Developers,Senior,103000,13,6,No,No,10,No,6,5,3,19,2,No
2019,1086,36,Male,Finance,Senior,116000,14,5,No,Yes,5,No,5,3,5,8,1,No
2019,1088,36,Female,Developers,Assistant,83000,11,6,Yes,Yes,10,No,6,5,1,15,2,No
2019,1090,37,Male,Marketing,Assistant,83000,11,3,Yes,No,10,Yes,4,4,1,6,1,No
2019,1091,25,Male,Finance,Junior,63000,6,5,No,Yes,10,No,2,4,1,3,1,No
2019,1092,38,Female,Finance,Senior,95000,12,3,Yes,No,6,Yes,2,4,2,11,1,No
2019,1093,24,Male,Finance,Junior,80000,5,5,Yes,No,7,Yes,2,4,5,17,2,No
2019,1094,31,Female,Finance,Assistant,95000,10,3,Yes,No,7,No,3,4,4,4,1,No
2019,1095,33,Male,Finance,Assistant,74000,8,5,No,No,5,No,3,5,1,5,5,No
2019,1096,28,Male,Marketing,Junior,51000,2,3,No,No,1,Yes,4,5,1,5,1,No
2019,1097,28,Female,Finance,Junior,67000,4,5,Yes,No,4,Yes,3,2,3,5,4,No
2019,1098,38,Female,Marketing,Senior,101000,14,3,No,No,1,Yes,5,5,2,14,2,No
2019,1099,33,Female,Sales,Assistant,90000,10,5,No,Yes,5,Yes,2,5,3,20,5,No
2019,1100,23,Female,Developers,Junior,60000,5,2,Yes,No,10,Yes,3,2,1,19,5,No
2019,1101,23,Female,Sales,Junior,80000,5,2,No,No,10,No,2,1,5,8,1,Yes
2019,1102,34,Male,Marketing,Assistant,93000,11,5,No,No,4,No,4,3,3,10,2,No
2019,1103,37,Male,Finance,Senior,98000,13,4,Yes,Yes,2,No,5,1,2,13,5,No
2019,1104,23,Female,Sales,Junior,67000,4,2,Yes,Yes,2,Yes,6,5,3,14,4,No
2019,1105,35,Male,Finance,Senior,110000,12,5,No,No,1,No,4,5,5,18,3,No
2019,1106,28,Male,Developers,Junior,59000,3,5,Yes,No,3,No,3,3,2,18,1,No
2019,1107,38,Male,Marketing,Senior,116000,14,5,No,No,5,Yes,3,4,5,11,1,No
2019,1108,33,Female,Sales,Assistant,87000,9,5,Yes,No,6,Yes,2,3,3,19,5,No
2019,1109,25,Female,Developers,Junior,70000,5,4,No,No,3,Yes,3,4,3,4,1,No
2019,1110,24,Male,Marketing,Junior,72000,4,3,Yes,No,8,No,4,3,4,13,2,No
2019,1111,27,Female,Finance,Junior,75000,5,6,No,No,4,No,2,4,4,5,2,No
2019,1112,34,Male,Finance,Senior,119000,15,2,No,No,2,No,4,2,5,8,5,No
2019,1113,35,Female,Marketing,Senior,101000,14,6,Yes,No,10,Yes,6,4,2,4,4,No
2019,1115,25,Female,Finance,Junior,57000,4,2,Yes,No,3,Yes,6,5,1,8,2,No
2019,1116,37,Male,Marketing,Senior,105000,12,5,Yes,No,7,Yes,3,2,4,12,4,No
2019,1117,29,Female,Marketing,Assistant,97000,9,4,Yes,No,6,No,3,4,5,17,3,No
2019,1118,28,Male,Developers,Junior,61000,2,6,No,No,5,Yes,2,3,3,1,1,Yes
2019,1119,27,Female,Sales,Junior,74000,3,4,No,No,8,Yes,4,4,5,20,1,No
2019,1120,34,Male,Finance,Senior,103000,13,3,No,No,4,No,5,3,3,10,3,No
2019,1121,23,Male,Developers,Junior,60000,5,2,No,No,7,Yes,6,3,1,6,1,No
2019,1123,33,Male,Sales,Assistant,84000,8,2,Yes,Yes,1,No,3,3,3,8,3,No
2019,1124,31,Male,Marketing,Assistant,93000,11,6,No,Yes,4,No,4,5,3,19,3,No
2019,1125,27,Female,Marketing,Junior,51000,2,4,Yes,No,6,No,6,3,1,5,3,No
2019,1126,33,Female,Finance,Assistant,100000,10,6,Yes,Yes,10,Yes,3,3,5,2,5,No
2019,1127,27,Male,Finance,Junior,78000,6,2,No,Yes,4,Yes,3,3,4,15,2,No
2019,1128,35,Male,Developers,Senior,116000,14,5,Yes,No,2,Yes,4,3,5,18,1,No
2019,1129,23,Male,Marketing,Junior,70000,5,2,No,No,1,No,5,4,3,17,1,No
2019,1130,27,Female,Sales,Junior,60000,5,5,No,No,8,No,5,4,1,6,5,No
2019,1132,38,Female,Sales,Senior,110000,12,2,No,No,10,No,4,4,5,8,1,No
2019,1133,28,Female,Finance,Junior,69000,3,3,Yes,No,2,No,3,1,4,18,5,No
2019,1134,29,Female,Marketing,Assistant,86000,7,3,Yes,Yes,8,No,2,4,4,6,4,No
2019,1135,34,Male,Marketing,Senior,107000,16,2,Yes,No,1,Yes,2,4,2,19,2,No
2019,1138,28,Male,Finance,Junior,61000,2,5,Yes,No,9,Yes,4,5,3,20,1,No
2019,1139,27,Female,Finance,Junior,70000,5,6,No,Yes,10,No,6,2,3,19,3,No
2019,1140,30,Male,Sales,Assistant,90000,10,2,Yes,No,7,Yes,4,3,3,11,2,No
2019,1141,26,Male,Finance,Junior,72000,4,3,No,No,10,No,4,1,4,3,4,Yes
2019,1142,35,Female,Finance,Senior,111000,14,4,Yes,No,1,Yes,3,1,4,15,4,No
2019,1143,30,Male,Marketing,Assistant,95000,10,4,Yes,No,7,Yes,5,1,4,16,2,No
2019,1144,36,Male,Developers,Senior,119000,15,5,Yes,No,3,Yes,5,4,5,2,5,No
2019,1145,25,Female,Finance,Junior,68000,6,6,Yes,Yes,3,Yes,6,4,2,19,1,No
2019,1146,33,Female,Finance,Assistant,94000,8,2,Yes,Yes,7,No,2,1,5,13,2,No
2019,1147,37,Male,Finance,Senior,113000,13,2,No,No,2,No,4,1,5,18,3,No
2019,1148,31,Female,Developers,Assistant,83000,11,5,Yes,Yes,5,Yes,3,4,1,14,4,No
2019,1150,29,Female,Sales,Assistant,90000,10,5,Yes,Yes,4,Yes,4,5,3,6,2,No
2019,1151,26,Male,Developers,Junior,65000,5,3,Yes,No,8,No,2,1,2,8,3,No
2019,1152,38,Male,Developers,Senior,116000,14,3,Yes,No,8,Yes,2,1,5,13,3,No
2019,1153,34,Female,Developers,Senior,108000,13,2,Yes,No,2,Yes,6,1,4,11,4,No
2019,1154,26,Male,Sales,Junior,70000,5,6,No,No,7,No,2,3,3,16,1,No
2019,1155,29,Male,Marketing,Assistant,76000,7,2,No,No,9,Yes,5,5,2,9,3,No
2019,1156,33,Female,Finance,Assistant,74000,8,6,No,No,10,No,2,2,1,2,3,Yes
2019,1157,25,Female,Developers,Junior,63000,6,2,No,No,3,Yes,6,4,1,6,2,No
2019,1159,30,Female,Marketing,Assistant,89000,8,3,No,No,1,No,5,3,4,19,5,No
2019,1160,31,Male,Sales,Assistant,85000,10,6,Yes,Yes,4,No,6,2,2,14,4,No
2019,1161,24,Male,Sales,Junior,83000,6,6,Yes,Yes,1,Yes,5,1,5,4,4,No
2019,1162,35,Male,Sales,Senior,113000,13,5,Yes,No,2,No,5,2,5,17,1,No
2019,1163,34,Female,Sales,Assistant,88000,11,2,Yes,No,3,No,4,5,2,3,2,No
2019,1164,32,Male,Finance,Assistant,92000,9,3,Yes,No,7,Yes,3,2,4,8,4,No
2019,1165,36,Male,Developers,Assistant,88000,11,5,No,No,4,No,2,5,2,19,4,No
2019,1166,35,Male,Marketing,Senior,111000,14,4,Yes,No,10,Yes,6,4,4,7,3,No
2019,1167,25,Male,Finance,Junior,66000,2,2,No,No,8,Yes,6,3,4,2,4,No
2019,1168,28,Female,Marketing,Junior,77000,4,2,No,No,2,Yes,5,2,5,9,3,No
2019,1169,31,Female,Sales,Assistant,83000,11,4,Yes,Yes,5,Yes,3,5,1,15,1,No
2019,1170,29,Male,Sales,Assistant,88000,11,3,Yes,Yes,1,No,4,3,2,12,3,No
2019,1171,31,Male,Marketing,Assistant,83000,11,4,Yes,No,7,No,5,5,1,8,2,No
2019,1172,35,Male,Finance,Senior,101000,14,3,No,No,3,No,2,3,2,9,4,No
2019,1173,35,Female,Marketing,Senior,117000,16,4,Yes,No,6,Yes,4,3,4,18,3,No
2019,1174,31,Male,Finance,Assistant,83000,11,2,No,No,3,No,3,2,1,16,1,No
2019,1175,32,Female,Marketing,Assistant,77000,9,6,Yes,Yes,10,No,6,3,1,8,5,No
2019,1176,33,Male,Finance,Assistant,94000,8,3,Yes,No,7,No,3,5,5,15,3,No
2019,1177,36,Female,Finance,Senior,99000,15,5,Yes,No,3,Yes,4,5,1,11,2,No
2019,1178,33,Female,Marketing,Assistant,87000,9,3,No,Yes,6,No,5,2,3,14,4,No
2019,1179,28,Male,Sales,Junior,74000,3,4,Yes,No,3,No,4,5,5,17,5,No
2019,1180,27,Female,Finance,Junior,70000,5,3,No,No,8,Yes,6,5,3,20,1,No
2019,1182,35,Male,Marketing,Senior,112000,16,2,Yes,No,7,No,4,4,3,5,2,No
2019,1183,31,Female,Finance,Assistant,90000,10,4,No,No,8,No,6,4,3,20,4,No
2019,1184,31,Female,Marketing,Assistant,80000,10,5,No,No,2,No,2,1,1,14,5,No
2019,1185,37,Female,Finance,Senior,122000,16,6,No,No,2,Yes,6,4,5,9,4,No
2019,1187,27,Male,Developers,Junior,65000,5,5,No,Yes,1,No,4,4,2,11,5,No
2019,1188,33,Male,Marketing,Assistant,71000,7,4,No,No,3,No,3,4,1,10,1,No
2019,1190,29,Female,Finance,Junior,83000,6,3,No,No,10,Yes,6,3,5,18,4,No
2019,1191,32,Female,Finance,Assistant,93000,11,6,Yes,Yes,8,No,6,5,3,9,4,No
2019,1193,31,Male,Sales,Assistant,90000,10,2,Yes,No,10,No,3,3,3,17,4,No
2019,1194,28,Male,Developers,Junior,68000,6,5,No,No,5,No,3,5,2,17,2,No
2019,1195,38,Male,Finance,Assistant,103000,11,5,No,No,4,Yes,2,5,5,3,3,Yes
2019,1196,37,Male,Finance,Senior,111000,14,2,No,No,4,Yes,3,4,4,9,3,No
2019,1198,35,Male,Marketing,Senior,100000,12,5,No,No,9,No,3,3,3,11,2,No
2019,1199,26,Female,Finance,Junior,56000,2,4,No,Yes,5,No,3,4,2,18,1,No
2019,1200,31,Female,Developers,Assistant,83000,11,4,No,Yes,6,Yes,4,4,1,5,3,No
2019,1201,33,Male,Sales,Junior,68000,6,6,No,Yes,2,No,2,4,2,18,5,No
2019,1202,34,Male,Developers,Senior,114000,15,6,No,No,7,Yes,3,5,4,20,4,No
2019,1203,32,Female,Marketing,Assistant,91000,7,2,Yes,No,9,Yes,5,5,5,9,5,No
2019,1204,29,Female,Finance,Assistant,87000,9,2,Yes,Yes,5,Yes,3,3,3,19,4,No
2019,1205,23,Male,Finance,Junior,83000,6,6,Yes,Yes,10,No,4,4,5,6,3,No
2019,1206,28,Female,Developers,Junior,61000,2,4,No,Yes,7,Yes,5,3,3,8,4,No
2019,1207,33,Female,Developers,Assistant,95000,10,2,No,No,7,No,6,2,4,17,2,No
2019,1209,24,Female,Sales,Junior,77000,4,4,No,Yes,1,Yes,2,4,5,16,1,No
2019,1210,27,Female,Developers,Junior,74000,3,3,No,No,1,Yes,5,4,5,17,2,No
2019,1211,33,Female,Finance,Assistant,93000,11,6,No,No,5,Yes,2,4,3,5,3,No
2019,1213,32,Female,Developers,Assistant,103000,11,3,Yes,Yes,10,No,5,3,5,16,2,No
2019,1214,23,Male,Sales,Junior,62000,4,5,Yes,No,6,Yes,4,4,2,11,2,No
2019,1215,33,Male,Sales,Assistant,85000,10,6,Yes,No,9,No,5,1,2,5,4,No
2019,1216,36,Male,Sales,Senior,100000,12,5,No,No,8,Yes,4,4,3,18,5,No
2019,1217,28,Male,Marketing,Junior,67000,4,4,Yes,No,10,No,5,5,3,14,5,No
2019,1219,28,Male,Sales,Junior,83000,6,5,No,No,1,No,5,5,5,11,5,No
2019,1220,32,Female,Marketing,Assistant,71000,7,4,No,No,7,Yes,3,4,1,15,3,No
2019,1221,31,Male,Sales,Assistant,85000,10,6,No,No,1,Yes,2,3,2,13,3,No
2019,1222,38,Male,Sales,Senior,101000,14,5,No,No,5,No,4,5,2,20,5,No
2019,1223,33,Male,Sales,Assistant,80000,10,4,Yes,No,2,No,3,2,1,10,5,No
2019,1224,26,Female,Sales,Junior,66000,2,3,Yes,No,5,Yes,4,4,4,19,5,No
2019,1225,31,Female,Developers,Assistant,84000,8,2,No,No,5,No,3,5,3,7,4,No
2019,1226,30,Female,Sales,Assistant,87000,9,3,No,Yes,7,Yes,2,5,3,10,5,No
2019,1227,37,Male,Finance,Senior,95000,12,6,Yes,No,1,No,4,4,2,1,1,Yes
2019,1228,23,Female,Developers,Junior,83000,6,2,No,No,2,Yes,2,3,5,6,4,No
2019,1229,25,Male,Finance,Junior,56000,2,3,No,No,4,No,6,5,2,7,5,No
2019,1230,36,Male,Finance,Assistant,98000,11,3,No,No,6,Yes,4,3,4,18,2,No
2019,1231,37,Male,Developers,Senior,110000,12,6,Yes,No,1,No,2,5,5,13,3,No
2019,1232,33,Female,Finance,Assistant,91000,7,2,No,Yes,8,Yes,3,5,5,15,5,No
2019,1233,24,Female,Marketing,Junior,57000,4,3,Yes,Yes,1,No,4,5,1,5,1,No
2019,1234,25,Male,Developers,Junior,67000,4,3,Yes,Yes,8,Yes,6,3,3,15,1,No
2019,1236,38,Male,Developers,Senior,104000,15,6,Yes,No,4,Yes,6,3,2,10,3,No
2019,1237,28,Female,Marketing,Junior,74000,3,6,No,Yes,7,No,5,3,5,16,1,No
2019,1238,25,Male,Marketing,Junior,78000,6,2,Yes,No,7,Yes,5,5,4,1,1,Yes
2019,1239,35,Female,Finance,Senior,100000,12,5,Yes,Yes,6,Yes,6,3,3,1,3,Yes
2019,1240,26,Male,Sales,Junior,72000,4,6,Yes,No,4,No,4,3,4,10,3,No
2019,1241,35,Male,Developers,Assistant,93000,11,4,Yes,Yes,9,Yes,5,5,3,3,5,No
2019,1242,27,Male,Developers,Junior,75000,5,3,No,No,3,Yes,4,5,4,20,1,No
2019,1243,24,Male,Marketing,Junior,51000,2,5,No,Yes,3,No,6,3,1,19,5,No
2019,1245,33,Male,Finance,Junior,73000,6,3,Yes,No,3,Yes,6,4,3,12,3,No
2019,1246,30,Male,Finance,Assistant,95000,10,4,Yes,No,6,Yes,5,5,4,5,1,No
2019,1248,36,Female,Finance,Senior,113000,13,2,No,No,9,Yes,6,5,5,19,3,No
2019,1250,27,Female,Sales,Junior,72000,4,2,Yes,No,3,Yes,4,5,4,3,4,No
2019,1251,30,Female,Sales,Assistant,81000,7,4,No,No,10,Yes,6,5,3,5,2,No
2019,1253,37,Female,Marketing,Senior,114000,15,5,No,No,5,Yes,4,5,4,9,4,No
2019,1254,30,Male,Sales,Assistant,74000,8,5,No,Yes,5,Yes,5,3,1,20,4,No
2019,1255,36,Female,Finance,Assistant,88000,11,4,No,No,4,Yes,4,5,2,3,2,No
2019,1257,38,Female,Finance,Senior,100000,12,4,No,No,10,Yes,4,5,3,2,4,No
2019,1258,35,Female,Finance,Senior,114000,15,5,No,Yes,8,Yes,3,1,4,8,3,No
2019,1259,25,Female,Finance,Junior,66000,2,4,No,Yes,9,Yes,6,5,4,16,4,No
2019,1260,34,Female,Developers,Assistant,83000,11,2,Yes,No,3,No,4,4,1,14,4,No
2019,1261,31,Male,Marketing,Assistant,95000,10,6,Yes,No,6,No,6,4,4,12,1,No
2019,1262,30,Male,Developers,Junior,73000,6,3,Yes,Yes,2,Yes,3,3,3,20,4,No
2019,1263,31,Male,Finance,Junior,68000,6,2,Yes,No,9,No,6,3,2,8,4,No
2019,1264,30,Female,Marketing,Assistant,74000,8,3,No,Yes,7,Yes,2,4,1,18,5,No
2019,1265,36,Male,Developers,Senior,113000,13,2,Yes,No,4,Yes,2,4,5,17,2,No
2019,1266,29,Female,Sales,Assistant,85000,10,4,Yes,No,2,Yes,2,4,2,5,1,No
2019,1267,31,Female,Finance,Assistant,93000,11,4,No,No,5,No,4,4,3,20,4,No
2019,1268,27,Female,Developers,Junior,70000,5,2,No,No,2,Yes,3,4,3,12,1,No
2019,1269,33,Male,Finance,Assistant,98000,11,3,Yes,No,6,No,6,4,4,7,2,No
2019,1270,37,Female,Sales,Senior,116000,14,4,No,No,5,Yes,2,2,5,15,3,No
2019,1271,32,Male,Developers,Assistant,86000,7,3,No,No,1,Yes,4,2,4,7,4,No
2019,1272,29,Female,Developers,Junior,68000,6,4,No,Yes,4,Yes,5,1,2,5,4,No
2019,1273,32,Male,Developers,Assistant,87000,9,2,Yes,No,9,No,6,1,3,20,1,Yes
2019,1274,33,Female,Sales,Assistant,85000,10,5,No,Yes,4,No,6,4,2,11,1,No
2019,1275,25,Male,Marketing,Junior,83000,6,5,No,No,1,No,4,2,5,5,2,Yes
2019,1276,37,Male,Developers,Assistant,83000,11,6,Yes,No,2,No,2,4,1,20,1,No
2019,1277,29,Female,Marketing,Junior,63000,6,2,Yes,No,10,No,4,3,1,5,4,No
2019,1278,36,Male,Developers,Senior,102000,16,3,Yes,No,10,No,4,1,1,15,3,No
2019,1279,23,Female,Finance,Junior,54000,3,3,Yes,Yes,5,No,5,3,1,14,4,No
2019,1280,27,Female,Sales,Junior,65000,5,5,No,No,5,Yes,4,4,2,17,2,No
2019,1281,25,Female,Sales,Junior,77000,4,5,No,No,2,Yes,4,2,5,9,2,Yes
2019,1282,30,Male,Finance,Assistant,97000,9,4,Yes,No,9,No,6,1,5,20,5,No
2019,1283,36,Female,Developers,Senior,108000,13,2,No,Yes,8,Yes,4,5,4,11,2,No
2019,1284,26,Female,Sales,Junior,69000,3,2,No,No,9,Yes,3,3,4,7,2,No
2019,1285,30,Male,Developers,Assistant,95000,10,6,Yes,Yes,10,No,3,1,4,17,5,No
2019,1286,30,Female,Developers,Assistant,92000,9,4,Yes,Yes,7,No,4,2,4,3,1,Yes
2019,1287,25,Male,Developers,Junior,74000,3,6,No,Yes,9,Yes,4,4,5,6,3,No
2019,1288,27,Male,Developers,Junior,59000,3,6,No,No,10,Yes,6,3,2,5,4,No
2019,1289,34,Male,Sales,Senior,117000,16,5,Yes,No,4,No,2,4,4,18,1,No
2019,1290,33,Female,Marketing,Assistant,81000,7,4,Yes,No,5,Yes,2,4,3,3,2,No
2019,1291,23,Male,Marketing,Junior,75000,5,6,No,No,3,No,6,5,4,9,3,No
2019,1292,38,Male,Marketing,Senior,117000,16,6,No,No,7,Yes,5,3,4,2,4,No
2019,1293,38,Female,Developers,Senior,122000,16,6,Yes,No,10,No,2,3,5,7,5,No
2019,1294,33,Male,Marketing,Assistant,100000,10,6,Yes,No,4,No,2,3,5,18,4,No
2019,1295,27,Male,Sales,Junior,73000,6,3,Yes,No,3,No,3,5,3,8,1,No
2019,1296,26,Female,Marketing,Junior,68000,6,4,No,No,10,Yes,5,5,2,16,1,No
2019,1297,36,Female,Developers,Senior,104000,15,2,Yes,No,2,Yes,4,4,2,3,1,No
2019,1298,33,Female,Sales,Assistant,94000,8,3,No,No,8,Yes,4,1,5,8,5,No
2019,1299,37,Male,Sales,Assistant,103000,11,6,Yes,No,2,No,6,1,5,13,1,No
2019,1300,29,Female,Finance,Assistant,98000,11,6,Yes,No,5,Yes,3,2,4,11,2,Yes
2019,1301,26,Female,Finance,Junior,71000,2,2,Yes,Yes,9,No,2,3,5,4,1,No
2019,1302,26,Male,Sales,Junior,72000,4,2,No,No,2,No,3,5,4,15,3,No
2019,1303,23,Male,Developers,Junior,72000,4,3,No,No,5,No,5,3,4,19,3,No
2019,1304,33,Male,Finance,Assistant,90000,10,2,Yes,No,4,No,4,4,3,9,2,No
2019,1305,30,Male,Sales,Assistant,74000,8,6,Yes,No,9,Yes,6,4,1,11,1,No
2019,1306,37,Female,Developers,Senior,112000,16,3,No,Yes,10,No,6,4,3,7,3,No
2019,1308,31,Male,Sales,Assistant,95000,10,5,No,No,4,No,6,4,4,17,5,No
2019,1309,31,Female,Sales,Assistant,84000,8,6,Yes,Yes,10,No,3,3,3,11,3,No
2019,1310,35,Male,Sales,Senior,106000,14,2,Yes,No,2,Yes,5,1,3,20,2,Yes
2019,1311,23,Male,Marketing,Junior,59000,3,6,No,No,8,Yes,5,3,2,3,5,Yes
2019,1312,32,Male,Sales,Junior,68000,6,3,Yes,No,10,Yes,3,1,2,9,5,No
2019,1313,38,Female,Marketing,Senior,96000,14,4,No,Yes,7,No,2,4,1,20,5,No
2019,1314,23,Female,Marketing,Junior,65000,5,4,Yes,Yes,3,No,6,3,2,10,2,No
2019,1315,33,Male,Sales,Junior,73000,6,3,No,No,9,No,3,1,3,18,3,No
2019,1316,29,Female,Developers,Assistant,79000,8,4,Yes,No,9,Yes,2,5,2,12,5,No
2019,1317,27,Male,Finance,Junior,65000,5,6,Yes,Yes,3,Yes,5,5,2,10,5,No
2019,1318,24,Female,Sales,Junior,51000,2,3,Yes,No,3,Yes,3,4,1,5,3,No
2019,1319,30,Female,Finance,Assistant,85000,10,5,Yes,No,10,No,4,1,2,13,1,No
2019,1320,25,Female,Sales,Junior,66000,2,3,No,Yes,5,Yes,3,4,4,5,4,No
2019,1321,35,Male,Developers,Assistant,103000,11,5,No,No,10,Yes,4,2,5,10,5,No
2019,1322,28,Female,Marketing,Junior,59000,3,4,No,No,5,No,6,2,2,2,5,No
2019,1323,30,Female,Finance,Junior,68000,6,4,No,No,10,No,6,2,2,20,3,No
2019,1324,24,Male,Finance,Junior,80000,5,2,No,No,6,No,2,2,5,14,5,No
2019,1325,36,Female,Finance,Senior,113000,13,6,No,No,3,No,6,1,5,17,5,No
2019,1326,33,Male,Finance,Junior,83000,6,6,Yes,No,10,Yes,5,5,5,11,4,No
2019,1327,24,Female,Marketing,Junior,59000,3,4,No,Yes,9,No,3,1,2,15,1,No
2019,1328,36,Male,Marketing,Senior,107000,16,3,No,No,6,No,4,4,2,6,5,No
2019,1329,37,Male,Sales,Senior,102000,16,6,Yes,No,5,Yes,4,4,1,5,5,No
2019,1330,36,Male,Sales,Senior,116000,14,5,No,Yes,5,No,2,3,5,17,1,No
2019,1331,27,Male,Sales,Junior,83000,6,2,Yes,No,3,No,2,1,5,14,3,No
2019,1332,28,Male,Marketing,Junior,69000,3,5,No,No,10,No,5,4,4,5,4,No
2019,1333,23,Female,Developers,Junior,54000,3,3,No,No,3,No,4,3,1,7,3,No
2019,1334,25,Female,Sales,Junior,54000,3,3,No,No,7,Yes,5,3,1,19,2,No
2019,1335,32,Male,Sales,Assistant,77000,9,4,Yes,No,3,Yes,4,1,1,19,5,No
2019,1336,27,Female,Sales,Junior,72000,4,4,No,No,5,No,3,2,4,8,5,No
2019,1337,30,Female,Sales,Junior,83000,6,5,Yes,No,3,No,6,1,5,10,1,Yes
2019,1338,23,Male,Finance,Junior,65000,5,3,No,No,4,No,2,3,2,2,4,Yes
2019,1339,23,Male,Marketing,Junior,83000,6,4,No,No,1,Yes,2,3,5,10,4,No
2019,1340,26,Female,Developers,Junior,66000,2,3,Yes,No,1,No,3,3,4,3,5,No
2019,1341,24,Male,Marketing,Junior,77000,4,2,Yes,No,3,No,2,1,5,19,5,No
2019,1342,23,Male,Developers,Junior,77000,4,6,Yes,No,10,Yes,4,3,5,11,5,No
2019,1343,28,Male,Developers,Junior,64000,3,4,Yes,No,9,Yes,3,3,3,13,4,No
2019,1344,32,Male,Marketing,Assistant,71000,7,2,Yes,No,7,No,3,3,1,2,3,Yes
2019,1345,29,Male,Developers,Assistant,95000,10,2,Yes,No,3,Yes,2,3,4,9,5,No
2019,1346,29,Female,Marketing,Junior,83000,6,3,Yes,No,5,Yes,3,4,5,8,3,No
2019,1347,32,Female,Marketing,Assistant,88000,11,5,No,No,5,No,3,1,2,18,3,No
2019,1348,28,Female,Developers,Junior,72000,4,5,Yes,Yes,2,Yes,5,5,4,8,1,No
2019,1349,34,Female,Finance,Senior,104000,15,2,Yes,No,10,No,3,2,2,14,2,No
2019,1350,36,Male,Sales,Senior,110000,12,3,No,No,8,Yes,4,3,5,12,4,No
2019,1351,36,Female,Sales,Assistant,88000,11,4,No,No,9,Yes,5,2,2,18,5,No
2019,1352,35,Male,Finance,Senior,103000,13,5,Yes,Yes,3,Yes,2,3,3,9,3,No
2019,1353,23,Female,Developers,Junior,77000,4,4,No,No,6,Yes,3,3,5,11,4,No
2019,1354,27,Male,Sales,Junior,51000,2,2,Yes,Yes,5,No,3,2,1,9,4,No
2019,1355,31,Male,Marketing,Assistant,103000,11,2,Yes,No,10,Yes,6,2,5,16,4,No
2019,1356,29,Female,Sales,Junior,83000,6,5,No,Yes,9,Yes,5,3,5,8,3,No
2019,1357,25,Female,Developers,Junior,60000,5,3,Yes,No,8,Yes,3,4,1,18,4,No
2019,1358,23,Female,Finance,Junior,64000,3,5,No,Yes,9,No,2,1,3,11,5,No
2019,1359,32,Male,Sales,Junior,73000,6,2,Yes,No,5,No,6,5,3,19,1,No
2019,1360,26,Male,Finance,Junior,63000,6,6,No,No,6,Yes,4,5,1,2,4,No
2019,1361,25,Male,Sales,Junior,51000,2,4,Yes,No,10,Yes,6,4,1,6,5,No
2019,1362,29,Male,Developers,Junior,63000,6,6,Yes,No,3,Yes,6,5,1,19,5,No
2019,1363,25,Male,Marketing,Junior,71000,2,2,No,No,2,Yes,3,4,5,3,1,No
2019,1364,23,Female,Finance,Junior,62000,4,4,No,No,9,Yes,4,5,2,13,5,No
2019,1366,30,Male,Marketing,Assistant,79000,8,6,Yes,No,10,No,6,2,2,10,4,No
2019,1367,28,Female,Sales,Junior,72000,4,6,Yes,No,2,No,2,1,4,16,5,No
2019,1368,28,Female,Marketing,Junior,60000,5,2,No,Yes,6,Yes,4,4,1,9,1,No
2019,1369,26,Male,Marketing,Junior,54000,3,6,No,No,4,No,2,4,1,6,4,No
2019,1370,23,Male,Marketing,Junior,66000,2,2,Yes,No,2,Yes,5,2,4,17,1,No
2019,1371,23,Male,Developers,Junior,83000,6,6,No,No,10,No,3,4,5,7,4,No
2019,1372,23,Male,Developers,Junior,80000,5,6,No,Yes,8,No,6,5,5,16,5,No
2019,1373,31,Female,Sales,Assistant,91000,7,3,Yes,Yes,1,No,6,2,5,12,3,No
2019,1374,27,Female,Developers,Junior,70000,5,2,Yes,Yes,7,No,5,3,3,15,4,No
2019,1375,30,Male,Finance,Junior,73000,6,4,Yes,No,4,No,4,4,3,16,3,No
2019,1376,34,Male,Sales,Assistant,83000,11,5,Yes,No,9,Yes,4,2,1,15,1,No
2019,1377,24,Male,Marketing,Junior,63000,6,6,Yes,No,2,No,5,2,1,19,1,Yes
2019,1378,35,Female,Finance,Senior,108000,13,4,Yes,No,3,No,2,4,4,5,4,No
2019,1379,26,Female,Sales,Junior,83000,6,3,No,No,5,No,2,5,5,19,4,No
